100000,0.00861
100000,0.0086
100000,0.01142
100000,0.008699
100000,0.008848
100000,0.008738
100000,0.008573
100000,0.008647
100000,0.008604
100000,0.00878
10000,0.000806
10000,0.000869
10000,0.000783
10000,0.000857
10000,0.000853
10000,0.000806
10000,0.001477
10000,0.000785
10000,0.000802
10000,0.000871
1000,9.6e-05
1000,9.6e-05
1000,0.0001
1000,9.9e-05
1000,9.8e-05
1000,9.9e-05
1000,0.000108
1000,0.0001
1000,0.0001
1000,9.9e-05
500000,0.044917
500000,0.045632
500000,0.044406
500000,0.045794
500000,0.047507
500000,0.045056
500000,0.044893
500000,0.044684
500000,0.063452
500000,0.04362
50000,0.00419
50000,0.00416
50000,0.004218
50000,0.005911
50000,0.004207
50000,0.004243
50000,0.004274
50000,0.005037
50000,0.004168
50000,0.004111
5000,0.000409
5000,0.000385
5000,0.000464
5000,0.000394
5000,0.000446
5000,0.000388
5000,0.000453
5000,0.0004
5000,0.000427
5000,0.000404
