26,4j,43,489086160,0.000389
26,6a,42,10429667461,0.000368
26,6b,47,27122852088,0.000418
26,6c,46,835386073,0.000379
26,6d,39,5922709084,0.000398
26,6e,45,690824788,0.000378
26,6f,48,542599171,0.000384
26,6g,39,108491408349,0.00038
26,6h,43,3077549028,0.000382
26,6i,35,1858022846,0.000375
26,6j,38,18486029456,0.000384
26,8a,43,260673387514,0.000401
26,8b,39,27122852088,0.000391
26,8c,42,56156056491,0.000393
26,8d,43,42708727811,0.000437
26,8e,42,13366177168,0.00042
26,8f,36,984809572825,0.000429
26,8g,42,56156056491,0.000417
26,8h,45,50166616818,0.00043
26,8i,38,24230008528,0.000427
26,8j,44,27340747469,0.000412
30,10a,46,285944642715493,0.000534
30,10b,42,780302949036674,0.000557
30,10c,42,571889285430989,0.000561
30,10d,37,711914062500004,0.000583
30,10e,45,380268224649749,0.000582
30,10f,46,10628819999999998,0.000579
30,10g,39,215738159349660,0.000536
30,10h,36,2633522452998776,0.000563
30,10i,39,78427912760701,0.000599
30,10j,43,24384467157397,0.000495
30,4a,39,40184363602,0.000448
30,4b,49,6060792186,0.000525
30,4c,47,146649777890,0.00047
30,4d,47,534538441,0.000427
30,4e,43,4829906832,0.000491
30,4f,44,920355959,0.000493
30,4g,50,667686321,0.000455
30,4h,47,509404237,0.000408
30,4i,39,7733484381,0.000457
30,4j,47,1458764121,0.000421
30,6a,48,7508515257510,0.000556
30,6b,45,254768852539,0.000544
30,6c,49,925051547607,0.000482
30,6d,48,384433593751,0.000477
30,6e,42,709610685439,0.000518
30,6f,46,146649777890,0.000481
30,6g,48,925051547607,0.000506
30,6h,46,823974609375,0.0005
30,6i,55,142934871007,0.000469
30,6j,59,451564206619,0.000492
30,8a,52,35031511230469,0.000522
30,8b,47,5941691010153,0.000505
30,8c,52,92951600308979,0.00056
30,8d,56,1943235014571,0.000531
30,8e,50,823974609375,0.000486
30,8f,50,4449490522969,0.000486
30,8g,50,12301875000001,0.000541
30,8h,53,1886682356016,0.000489
30,8i,46,15980604396272,0.000511
30,8j,56,9662344629619,0.00056
