10,4a,12,1984,0.004633
10,4b,10,716,0.005161
10,4c,13,964,0.004987
10,4d,11,784,0.006029
10,4e,11,1773,0.004813
10,4f,13,4190,0.004502
10,4g,13,1954,0.004664
10,4h,11,224,0.005952
10,4i,10,560,0.006508
10,4j,10,700,0.005464
10,6a,6,25200,0.006293
10,6b,6,97920,0.006446
10,6c,6,38160,0.005954
10,6d,6,30240,0.006245
10,6e,6,75600,0.006446
10,6f,6,37800,0.00607
10,6g,6,16560,0.00565
10,6h,6,95760,0.006526
10,6i,6,29520,0.00828
10,6j,6,73440,0.005875
10,8a,4,332640,0.012156
10,8b,4,241920,0.012196
10,8c,4,544320,0.013604
10,8d,4,453600,0.013674
10,8e,4,453600,0.013345
10,8f,4,403200,0.013669
10,8g,4,483840,0.013362
10,8h,4,453600,0.013559
10,8i,3,302400,0.012476
10,8j,4,332640,0.01241
14,10a,6,2421619200,0.141297
14,10b,6,2270268000,0.139277
14,10c,6,1452971520,0.144016
14,10d,6,1816214400,0.141673
14,10e,6,1452971520,0.139445
14,10f,6,3995671680,0.229603
14,10g,6,1150269120,0.115661
14,10h,6,1574052480,0.145032
14,10i,6,2421619200,0.164138
14,10j,6,2724321600,0.157171
14,4a,16,62696,0.017858
14,4b,16,476476,0.012538
14,4c,14,86868,0.018012
14,4d,15,42120,0.017922
14,4e,16,59896,0.015038
14,4f,16,216482,0.016485
14,4g,15,298872,0.013012
14,4h,17,204338,0.013587
14,4i,15,1313295,0.011696
14,4j,16,624812,0.015972
14,6a,12,4406248,0.020009
14,6b,12,1595664,0.020428
14,6c,12,13588848,0.022302
14,6d,10,14414400,0.021866
14,6e,11,7316400,0.029438
14,6f,11,55648320,0.026103
14,6g,12,50761620,0.026466
14,6h,10,46546500,0.035138
14,6i,12,27220788,0.022484
14,6j,12,7657944,0.035393
14,8a,10,390810420,0.099342
14,8b,10,224071848,0.058353
14,8c,10,126486360,0.048838
14,8d,10,85044960,0.055253
14,8e,9,52972920,0.044415
14,8f,10,14414400,0.079563
14,8g,10,226017792,0.085187
14,8h,10,183338064,0.084171
14,8i,10,320938800,0.057056
14,8j,9,160095936,0.0794
18,10a,14,705019593600,0.801017
18,10b,14,115867874304,0.393332
18,10c,16,478692789120,0.906268
18,10d,16,863140320000,0.570214
18,10e,14,191681925120,0.438972
18,10f,15,908363937600,0.568495
18,10g,16,606073196160,0.584157
18,10h,15,567668305080,0.529811
18,10i,14,359026862400,0.46891
18,10j,15,593570648160,0.462884
18,4a,21,427998,0.055284
18,4b,24,16370420,0.038785
18,4c,27,17471078,0.032789
18,4d,26,3944424,0.075348
18,4e,24,2571720,0.053815
18,4f,27,3663532,0.036894
18,4g,24,2842662,0.040823
18,4h,26,4705201,0.04509
18,4i,30,17149960,0.043209
18,4j,24,726430,0.057549
18,6a,21,229764012,0.055893
18,6b,24,312153020,0.190317
18,6c,23,430848372,0.101235
18,6d,27,3348322302,0.107494
18,6e,22,703743660,0.091668
18,6f,26,164685326,0.062942
18,6g,22,251090685,0.100553
18,6h,20,35678604,0.072124
18,6i,22,1068066576,0.118988
18,6j,25,1521364158,0.067241
18,8a,17,24747615360,0.155453
18,8b,18,234984391488,0.248693
18,8c,18,78110343360,0.240995
18,8d,18,8633999304,0.141132
18,8e,20,102115039338,0.21998
18,8f,18,16228051812,0.153508
18,8g,19,63006862374,0.304774
18,8h,20,18730568448,0.188072
18,8i,18,22096649664,0.318119
18,8j,18,56174898528,0.192077
22,10a,27,470276713621792,3.475764
22,10b,27,103914528928056,2.614476
22,10c,27,377763237985716,1.908691
22,10d,26,48788319215662,1.812099
22,10e,27,72863352543960,2.020113
22,10f,25,180741345933856,2.557462
22,10g,27,39170789316120,2.00263
22,10h,25,18895538135232,3.412561
22,10i,25,213268530871890,2.826827
22,10j,28,84382922522646,1.341717
22,4a,35,4354368,0.117965
22,4b,32,61053356,0.17166
22,4c,27,202860,0.136163
22,4d,35,105288250,0.162112
22,4e,38,70768494,0.137802
22,4f,34,40080441,0.175732
22,4g,33,9261420,0.141239
22,4h,36,24393680,0.099811
22,4i,34,28459166,0.102943
22,4j,31,5487543,0.08923
22,6a,35,373014778496,0.251564
22,6b,38,105377421916,0.404079
22,6c,33,178249922640,0.746575
22,6d,34,6686206418,0.201581
22,6e,29,36713234838,0.567804
22,6f,34,30195038032,0.332051
22,6g,37,161551613642,0.384129
22,6h,34,59212119966,0.14472
22,6i,34,28340662596,0.544344
22,6j,30,18967237166,0.29526
22,8a,31,3827116143422,1.036454
22,8b,33,2572446186820,0.508947
22,8c,31,3721073044334,1.399341
22,8d,27,21491823780,0.548032
22,8e,30,17387226673672,0.852413
22,8f,31,871553358984,0.762932
22,8g,28,1538149030572,0.95258
22,8h,32,2785367193208,1.075688
22,8i,32,3558491999680,0.525364
22,8j,33,5202436696482,0.800161
26,10a,46,71442927261641008,11.538118
26,10b,42,2656164129178664,3.538304
26,10c,41,400390237438048,3.749918
26,10d,36,915783116676764,3.864608
26,10e,42,1634671262018028,8.478461
26,10f,33,7789705996698080,14.695324
26,10g,37,245092632348362,3.786023
26,10h,39,365756634051168,3.442231
26,10i,41,959068157992468,2.140913
26,10j,41,1307633079593794,7.291098
26,4a,44,5027586016,0.216051
26,4b,39,192937716,0.580317
26,4c,37,1623284724,0.272927
26,4d,44,383117122,0.192374
26,4e,32,7536060,0.23523
26,4f,37,45968140,0.312277
26,4g,45,4727173643,0.253684
26,4h,39,157788704,0.53596
26,4i,38,246024216,0.533936
26,4j,43,17625766189,0.28143
26,6a,42,1468032715653,0.767665
26,6b,47,8516112523355,1.14753
26,6c,46,2436220650681,0.273879
26,6d,39,479895527172,0.731199
26,6e,45,200578522120,0.403593
26,6f,48,5441057538262,0.229047
