26,6g,39,618710764924,2.24973
26,6h,43,111143548890,0.552079
26,6i,35,13345674180,0.516346
26,6j,38,174035874090,1.084319
26,8a,43,15601389446800,3.182926
26,8b,39,2195913690336,1.140376
26,8c,42,5079655916452,1.767927
26,8d,43,3792475462250,1.684536
26,8e,42,1903720800162,0.954587
26,8f,36,46825463717440,6.939643
26,8g,42,529771863996,1.768019
26,8h,45,7273276289940,1.559371
26,8i,38,840855352102,1.229699
26,8j,44,38700987528034,0.98725
30,10a,46,250399513557318893568,28.285984
30,10b,42,13552718082729693184,58.406109
30,10c,42,268766414963446710272,40.352713
30,10d,37,14839882530551607296,61.593994
30,10e,45,732403879525454315520,30.738767
30,10f,46,4709588686456259346432,101.194294
30,10g,39,10787279706839793664,30.831419
30,10h,36,121588203613627351040,104.052477
30,10i,39,2294726732784245248,19.293453
30,10j,43,60856352478937194496,10.24852
30,4a,39,41605488,1.531583
30,4b,49,12012774390,0.616483
30,4c,47,22840199949,1.678246
30,4d,47,1938339394,0.35405
30,4e,43,12557286180,0.565582
30,4f,44,507504486,0.431767
30,4g,50,233076312,0.343536
30,4h,47,1281428588,0.351522
30,4i,39,497333232,0.83687
30,4j,47,20396670388,0.368022
30,6a,48,13491196511360,7.803105
30,6b,45,34967693975760,1.913148
30,6c,49,5025479392188,2.184774
30,6d,48,572399446446,2.099001
30,6e,42,902272789449,3.39186
30,6f,46,1582766356092,3.571416
30,6g,48,4490863134408,3.105827
30,6h,46,1387384726464,3.172543
30,6i,55,34038489241761,1.032153
30,6j,59,1356615504792726,2.817288
30,8a,52,47446973196099808,12.082191
30,8b,47,910183993162544,6.844951
30,8c,52,36622092208746560,21.507607
30,8d,56,3558015679364298,3.881254
30,8e,50,397756611919788,3.238369
30,8f,50,704641817996189,6.100143
30,8g,50,1220077750372114,9.308854
30,8h,53,1161019399236156,3.246619
30,8i,46,3707270841704832,9.150806
30,8j,56,4426273794786360,7.68459
